Project_ID,Industry,AI_Use_Case,Model_Type,Monthly_Cost,Annual_Benefit,Accuracy,Latency_ms,Data_Drift,Compliance_Risk,Model_Downtime,User_Adoption,Annual_Cost,ROI_Percent,Governance_Risk_Score,Performance_Score,Risk_Category,ROI_Category,Business_Priority_Score,Business_Priority,AI_Alert,Management_Insight
AI-0191,Retail,Predictive Maintenance,NLP,56631,458242,0.83,313.59,0.247,0.73,10.85,0.788,679572,-32.57,58.34,65.5,Medium,Negative ROI,35.42,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0192,Banking,Demand Forecasting,Computer Vision,14885,382916,0.985,161.96,0.026,0.735,4.11,0.671,178620,114.37,40.7,86.51,Medium,Healthy ROI,68.08,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0193,Logistics,Recommendation,Regression,64659,198048,0.706,142.76,0.26,0.08,12.69,0.574,775908,-74.48,32.55,59.5,Low,Negative ROI,41.06,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0194,Telecom,Document Intelligence,Recommendation,59306,493794,0.689,177.16,0.15,0.359,6.41,0.735,711672,-30.61,31.34,66.34,Low,Negative ROI,43.82,Review,Negative ROI,Financial review required due to negative ROI.
AI-0195,Banking,Demand Forecasting,Computer Vision,71314,373646,0.653,99.02,0.089,0.858,4.08,0.978,855768,-56.34,48.08,74.79,Medium,Negative ROI,41.75,Review,Negative ROI,Financial review required due to negative ROI.
AI-0196,Retail,Fraud Detection,NLP,70087,396087,0.703,106.96,0.08,0.233,5.76,0.366,841044,-52.91,22.49,65.26,Low,Negative ROI,46.09,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0197,Healthcare,Fraud Detection,Regression,34165,391994,0.72,399.53,0.13,0.116,12.54,0.573,409980,-4.39,30.02,58.97,Low,Negative ROI,41.63,Review,Negative ROI | Low AI Performance | High Downtime,Financial review required due to negative ROI.
AI-0198,Manufacturing,Predictive Maintenance,Regression,63929,65095,0.864,204.67,0.3,0.326,2.23,0.585,767148,-91.51,27.39,63.76,Low,Negative ROI,44.1,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0199,Retail,Customer Support,Recommendation,72028,165342,0.725,229.28,0.066,0.22,6.84,0.704,864336,-80.87,23.28,70.15,Low,Negative ROI,47.57,Review,Negative ROI,Financial review required due to negative ROI.
AI-0200,Logistics,Predictive Maintenance,Classification,54812,181980,0.657,305.14,0.031,0.925,7.39,0.407,657744,-72.33,54.87,60.29,Medium,Negative ROI,34.64,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0201,Banking,Predictive Maintenance,NLP,55500,297667,0.931,303.03,0.176,0.868,0.55,0.424,666000,-55.31,45.26,67.14,Medium,Negative ROI,39.92,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0202,Manufacturing,Predictive Maintenance,Recommendation,84151,82433,0.774,52.34,0.147,0.5,2.94,0.5,1009812,-91.84,31.81,69.78,Low,Negative ROI,44.88,Review,Negative ROI,Financial review required due to negative ROI.
AI-0203,Banking,Predictive Maintenance,NLP,63643,460284,0.77,419.14,0.157,0.061,12.4,0.969,763716,-39.73,28.12,67.46,Low,Negative ROI,45.18,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0204,Logistics,Recommendation,Classification,49900,39991,0.753,105.12,0.2,0.715,12.46,0.814,598800,-93.32,58.94,70.78,Medium,Negative ROI,37.09,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0205,Banking,Recommendation,Classification,47946,292919,0.982,367.07,0.08,0.623,4.39,0.763,575352,-49.09,37.75,79.35,Medium,Negative ROI,46.45,Review,Negative ROI,Financial review required due to negative ROI.
AI-0206,Healthcare,Demand Forecasting,Recommendation,12851,491017,0.708,390.88,0.273,0.971,13.12,0.872,154212,218.4,73.75,57.46,High,High ROI,62.99,Monitor,High Governance Risk | Low AI Performance | High Data Drift | High Downtime,Governance review required before further scaling.
AI-0207,Manufacturing,Fraud Detection,Classification,21288,367139,0.955,363.15,0.131,0.559,11.58,0.389,255456,43.72,48.39,68.09,Medium,Low ROI,46.97,Review,High Downtime | Low User Adoption,Project requires management monitoring.
AI-0208,Manufacturing,Predictive Maintenance,Computer Vision,77692,474466,0.914,297.91,0.039,0.336,6.27,0.902,932304,-49.11,26.74,82.85,Low,Negative ROI,50.98,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0209,Logistics,Demand Forecasting,Regression,72580,167745,0.676,27.01,0.223,0.519,11.23,0.716,870960,-80.74,48.76,66.16,Medium,Negative ROI,38.53,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0210,Healthcare,Fraud Detection,Recommendation,12368,142808,0.985,192.98,0.193,0.979,14.42,0.535,148416,-3.78,73.88,74.51,High,Negative ROI,33.91,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0211,Retail,Document Intelligence,NLP,90436,178128,0.742,310.32,0.095,0.696,6.88,0.871,1085232,-83.59,45.64,70.46,Medium,Negative ROI,40.97,Review,Negative ROI,Financial review required due to negative ROI.
AI-0212,Banking,Customer Support,Computer Vision,51403,157686,0.684,205.98,0.186,0.672,3.58,0.862,616836,-74.44,41.79,65.96,Medium,Negative ROI,40.55,Review,Negative ROI,Financial review required due to negative ROI.
AI-0213,Telecom,Recommendation,Recommendation,96170,27415,0.932,434.47,0.066,0.241,14.13,0.892,1154040,-97.62,36.38,78.11,Medium,Negative ROI,46.42,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0214,Banking,Document Intelligence,Classification,14168,266038,0.89,168.23,0.133,0.744,9.06,0.381,170016,56.48,52.57,70.42,Medium,Healthy ROI,48.76,Review,Low User Adoption,Project requires management monitoring.
AI-0215,Banking,Fraud Detection,Classification,91497,457100,0.86,160.9,0.27,0.75,1.58,0.979,1097964,-58.37,44.48,74.25,Medium,Negative ROI,42.64,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0216,Retail,Document Intelligence,Classification,54879,430180,0.703,147.68,0.04,0.317,8.59,0.972,658548,-34.68,29.78,78.16,Low,Negative ROI,48.42,Review,Negative ROI,Financial review required due to negative ROI.
AI-0217,Banking,Customer Support,Classification,64871,450942,0.813,179.73,0.116,0.484,7.51,0.55,778452,-42.07,37.78,70.46,Medium,Negative ROI,43.33,Review,Negative ROI,Financial review required due to negative ROI.
AI-0218,Healthcare,Fraud Detection,NLP,94388,274205,0.915,287.55,0.246,0.295,12.83,0.346,1132656,-75.79,42.04,61.74,Medium,Negative ROI,39.0,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0219,Healthcare,Document Intelligence,Computer Vision,37174,319188,0.753,359.37,0.291,0.259,7.96,0.417,446088,-28.45,33.65,50.66,Low,Negative ROI,37.64,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0220,Manufacturing,Recommendation,Regression,97491,208221,0.756,338.03,0.136,0.026,3.83,0.995,1169892,-82.2,11.63,70.76,Low,Negative ROI,51.28,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0221,Logistics,Recommendation,NLP,11581,188616,0.651,407.7,0.152,0.285,10.13,0.694,138972,35.72,34.27,56.6,Low,Low ROI,45.78,Review,Low AI Performance | High Downtime,Model performance optimization is recommended.
AI-0222,Telecom,Demand Forecasting,NLP,76853,69976,0.709,445.24,0.172,0.554,8.14,0.55,922236,-92.41,43.66,54.49,Medium,Negative ROI,35.97,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0223,Banking,Document Intelligence,Regression,69046,445468,0.948,411.72,0.28,0.002,3.5,0.502,828552,-46.24,14.32,61.09,Low,Negative ROI,47.09,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0224,Banking,Predictive Maintenance,Regression,54678,285976,0.8,29.09,0.257,0.283,8.6,0.48,656136,-56.42,34.78,65.88,Low,Negative ROI,42.62,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0225,Retail,Document Intelligence,Classification,31649,241883,0.985,373.24,0.051,0.881,12.32,0.765,379788,-36.31,61.71,80.8,Medium,Negative ROI,39.77,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0226,Logistics,Fraud Detection,NLP,93668,231509,0.785,120.03,0.131,0.594,0.43,0.594,1124016,-79.4,31.38,70.98,Low,Negative ROI,45.43,Review,Negative ROI,Financial review required due to negative ROI.
AI-0227,Healthcare,Fraud Detection,Recommendation,87325,316292,0.893,83.81,0.139,0.608,9.46,0.976,1047900,-69.82,47.3,84.71,Medium,Negative ROI,45.46,Review,Negative ROI,Financial review required due to negative ROI.
AI-0228,Telecom,Document Intelligence,Regression,19567,474456,0.746,326.47,0.237,0.403,5.24,0.779,234804,102.06,33.98,61.24,Low,Healthy ROI,59.1,Monitor,High Data Drift,Data monitoring and model retraining should be considered.
AI-0229,Manufacturing,Customer Support,Regression,85404,259241,0.774,173.48,0.181,0.676,4.39,0.854,1024848,-74.7,43.17,71.53,Medium,Negative ROI,42.08,Review,Negative ROI,Financial review required due to negative ROI.
AI-0230,Healthcare,Recommendation,Computer Vision,94906,239526,0.715,47.42,0.196,0.19,5.89,0.505,1138872,-78.97,24.25,64.63,Low,Negative ROI,45.35,Review,Negative ROI,Financial review required due to negative ROI.
AI-0231,Logistics,Fraud Detection,Recommendation,66944,394374,0.768,86.06,0.299,0.819,5.13,0.355,803328,-50.91,54.37,57.97,Medium,Negative ROI,33.98,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0232,Manufacturing,Recommendation,Recommendation,83002,367220,0.836,20.45,0.022,0.117,12.48,0.641,996024,-63.13,26.73,82.91,Low,Negative ROI,51.0,Monitor,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0233,Retail,Fraud Detection,Regression,33803,490332,0.987,453.55,0.067,0.656,4.12,0.52,405636,20.88,38.4,72.79,Medium,Low ROI,47.61,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0234,Retail,Demand Forecasting,Classification,23230,466675,0.876,31.82,0.122,0.341,11.0,0.441,278760,67.41,37.34,75.57,Medium,Healthy ROI,57.04,Monitor,High Downtime | Low User Adoption,Project requires management monitoring.
AI-0235,Banking,Predictive Maintenance,Computer Vision,22862,320546,0.718,120.54,0.104,0.748,1.41,0.967,274344,16.84,39.13,76.42,Medium,Low ROI,47.96,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0236,Logistics,Fraud Detection,Recommendation,48355,208799,0.665,219.81,0.006,0.55,14.27,0.611,580260,-64.02,48.71,68.58,Medium,Negative ROI,39.39,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0237,Telecom,Recommendation,Regression,36259,58578,0.693,191.15,0.028,0.452,9.33,0.422,435108,-86.54,36.73,65.96,Medium,Negative ROI,42.07,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0238,Manufacturing,Demand Forecasting,Recommendation,92445,110453,0.841,457.63,0.204,0.169,10.6,0.439,1109340,-90.04,31.39,56.9,Low,Negative ROI,40.5,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0239,Healthcare,Fraud Detection,Computer Vision,35795,435534,0.91,39.34,0.264,0.637,4.47,0.496,429540,1.4,44.04,71.04,Medium,Low ROI,41.9,Review,High Data Drift | Low User Adoption,Data monitoring and model retraining should be considered.
AI-0240,Logistics,Customer Support,Computer Vision,13770,357859,0.97,265.86,0.154,0.975,6.18,1.0,165240,116.57,58.79,82.82,Medium,Healthy ROI,61.75,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0241,Logistics,Predictive Maintenance,NLP,16093,228859,0.655,346.63,0.162,0.826,3.36,0.488,193116,18.51,47.63,54.01,Medium,Low ROI,37.85,Review,Low AI Performance | Low User Adoption,Model performance optimization is recommended.
AI-0242,Retail,Fraud Detection,Regression,51571,131435,0.828,467.22,0.077,0.06,13.99,0.53,618852,-78.76,28.33,64.13,Low,Negative ROI,43.95,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0243,Banking,Demand Forecasting,Computer Vision,5193,236101,0.81,317.78,0.23,0.376,7.32,0.762,62316,278.88,36.02,64.71,Medium,High ROI,76.84,Strategic,High Data Drift,Data monitoring and model retraining should be considered.
AI-0244,Banking,Customer Support,NLP,22569,171538,0.873,405.8,0.226,0.926,9.46,0.506,270828,-36.66,64.22,60.3,Medium,Negative ROI,31.84,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0245,Manufacturing,Document Intelligence,NLP,16190,377886,0.84,60.19,0.177,0.503,11.01,0.451,194280,94.51,46.29,70.36,Medium,Healthy ROI,57.28,Monitor,High Downtime | Low User Adoption,Project requires management monitoring.
AI-0246,Retail,Demand Forecasting,Recommendation,67824,65475,0.884,205.25,0.064,0.662,5.57,0.411,813888,-91.96,40.99,73.06,Medium,Negative ROI,43.27,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0247,Logistics,Demand Forecasting,Recommendation,47752,342286,0.874,199.49,0.029,0.913,10.8,0.519,573024,-40.27,59.96,76.65,Medium,Negative ROI,38.84,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0248,Telecom,Customer Support,NLP,37327,236232,0.69,445.42,0.019,0.874,10.14,0.374,447924,-47.26,56.8,57.67,Medium,Negative ROI,33.14,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0249,Retail,Demand Forecasting,Recommendation,47070,177636,0.922,92.66,0.178,0.502,10.58,0.313,564840,-68.55,45.56,70.68,Medium,Negative ROI,41.07,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0250,Manufacturing,Customer Support,Computer Vision,90925,173484,0.692,92.91,0.248,0.438,7.34,0.863,1091100,-84.1,39.38,66.67,Medium,Negative ROI,41.52,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0251,Manufacturing,Fraud Detection,Classification,45197,113526,0.888,177.71,0.257,0.34,5.74,0.397,542364,-79.07,32.58,64.16,Low,Negative ROI,42.68,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0252,Retail,Customer Support,Computer Vision,7261,71001,0.791,46.14,0.139,0.719,3.33,0.843,87132,-18.51,42.08,78.08,Medium,Negative ROI,44.7,Review,Negative ROI,Financial review required due to negative ROI.
AI-0253,Manufacturing,Customer Support,NLP,98905,339793,0.825,107.58,0.235,0.287,12.37,0.858,1186860,-71.37,40.58,73.43,Medium,Negative ROI,43.53,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0254,Retail,Predictive Maintenance,NLP,31512,212029,0.957,483.3,0.284,0.25,9.13,0.677,378144,-43.93,34.99,62.69,Low,Negative ROI,41.44,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0255,Healthcare,Customer Support,Computer Vision,11716,448733,0.953,225.53,0.083,0.356,6.67,0.517,140592,219.17,29.63,77.07,Low,High ROI,83.09,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0256,Retail,Customer Support,Recommendation,91795,164228,0.928,323.37,0.119,0.177,14.16,0.402,1101540,-85.09,35.14,68.79,Medium,Negative ROI,43.53,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0257,Retail,Document Intelligence,Recommendation,33933,436280,0.823,368.53,0.279,0.695,0.72,0.816,407196,7.14,40.84,62.46,Medium,Low ROI,40.86,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0258,Manufacturing,Fraud Detection,NLP,9378,45711,0.9,196.14,0.101,0.616,12.75,0.721,112536,-59.38,52.0,78.49,Medium,Negative ROI,41.87,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0259,Manufacturing,Predictive Maintenance,Regression,45583,50106,0.824,90.67,0.274,0.483,14.96,0.759,546996,-90.84,54.89,69.96,Medium,Negative ROI,38.02,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0260,Banking,Document Intelligence,Recommendation,90371,347602,0.946,119.16,0.294,0.39,13.3,0.306,1084452,-67.95,48.54,65.15,Medium,Negative ROI,38.24,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0261,Banking,Recommendation,Computer Vision,34033,429805,0.787,170.37,0.199,0.909,12.16,0.949,408396,5.24,67.14,73.27,High,Low ROI,36.42,Review,High Governance Risk | High Downtime,Governance review required before further scaling.
AI-0262,Healthcare,Fraud Detection,Recommendation,29000,412573,0.98,325.31,0.245,0.029,5.61,0.346,348000,18.56,18.0,63.91,Low,Low ROI,50.22,Monitor,High Data Drift | Low User Adoption,Data monitoring and model retraining should be considered.
AI-0263,Banking,Fraud Detection,Computer Vision,80868,237583,0.967,211.17,0.225,0.769,3.47,0.557,970416,-75.52,47.14,71.9,Medium,Negative ROI,41.02,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0264,Retail,Recommendation,NLP,47604,383898,0.902,23.27,0.21,0.902,11.02,0.582,571248,-32.8,65.26,75.54,High,Negative ROI,36.86,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0265,Manufacturing,Customer Support,Recommendation,73336,158286,0.745,271.24,0.092,0.446,4.57,0.301,880032,-82.01,30.45,60.53,Low,Negative ROI,42.05,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0266,Banking,Document Intelligence,Computer Vision,78869,247189,0.695,462.33,0.017,0.551,2.64,0.648,946428,-73.88,29.71,62.99,Low,Negative ROI,43.13,Review,Negative ROI,Financial review required due to negative ROI.
AI-0267,Banking,Demand Forecasting,NLP,10410,498947,0.941,409.8,0.103,0.944,11.8,0.827,124920,299.41,65.24,76.15,High,High ROI,72.08,Monitor,High Governance Risk | High Downtime,Governance review required before further scaling.
AI-0268,Healthcare,Predictive Maintenance,Regression,88375,146479,0.706,416.1,0.2,0.212,4.69,0.876,1060500,-86.19,23.36,60.34,Low,Negative ROI,44.11,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0269,Logistics,Demand Forecasting,Computer Vision,61044,440343,0.94,401.63,0.031,0.52,13.72,0.916,732528,-39.89,47.2,81.72,Medium,Negative ROI,44.44,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0270,Healthcare,Recommendation,Regression,68315,156213,0.817,175.39,0.004,0.475,12.61,0.641,819780,-80.94,42.51,78.21,Medium,Negative ROI,44.62,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0271,Retail,Fraud Detection,Regression,76344,48884,0.788,387.29,0.042,0.258,12.71,0.741,916128,-94.66,34.05,70.5,Low,Negative ROI,44.46,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0272,Manufacturing,Fraud Detection,Classification,11796,284852,0.957,88.72,0.215,0.819,11.57,0.356,141552,101.23,62.59,71.56,Medium,Healthy ROI,53.98,Monitor,High Data Drift | High Downtime | Low User Adoption,Data monitoring and model retraining should be considered.
AI-0273,Healthcare,Predictive Maintenance,Recommendation,91716,300519,0.855,335.7,0.292,0.9,13.21,0.642,1100592,-72.69,71.28,60.92,High,Negative ROI,29.94,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0274,Banking,Fraud Detection,Computer Vision,59245,35088,0.846,327.95,0.295,0.782,12.09,0.408,710940,-95.06,64.19,55.87,Medium,Negative ROI,30.3,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0275,Manufacturing,Fraud Detection,Regression,48056,339759,0.84,32.27,0.148,0.195,9.04,0.559,576672,-41.08,28.28,74.81,Low,Negative ROI,47.7,Review,Negative ROI,Financial review required due to negative ROI.
AI-0276,Manufacturing,Predictive Maintenance,Classification,22709,392282,0.776,398.23,0.261,0.087,4.44,0.531,272508,43.95,19.14,54.42,Low,Low ROI,51.0,Monitor,Low AI Performance | High Data Drift,Model performance optimization is recommended.
AI-0277,Banking,Document Intelligence,NLP,63557,196118,0.917,453.56,0.221,0.605,13.32,0.596,762684,-74.29,56.06,63.11,Medium,Negative ROI,35.27,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0278,Healthcare,Document Intelligence,Computer Vision,22543,292158,0.736,148.36,0.15,0.057,12.61,0.7,270516,8.0,28.08,68.85,Low,Low ROI,47.07,Review,High Downtime,Project requires management monitoring.
AI-0279,Banking,Predictive Maintenance,Regression,42418,215497,0.969,409.95,0.172,0.673,7.09,0.932,509016,-57.66,47.26,76.19,Medium,Negative ROI,42.49,Review,Negative ROI,Financial review required due to negative ROI.
AI-0280,Logistics,Recommendation,Recommendation,99611,416489,0.954,59.55,0.041,0.53,0.59,0.576,1195332,-65.16,26.06,85.38,Low,Negative ROI,52.06,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0281,Manufacturing,Fraud Detection,Classification,21724,198207,0.765,307.98,0.281,0.663,9.58,0.987,260688,-23.97,54.23,64.7,Medium,Negative ROI,36.38,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0282,Telecom,Fraud Detection,Regression,8828,384986,0.898,253.11,0.106,0.59,0.76,0.831,105936,263.41,31.0,78.63,Low,High ROI,83.22,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0283,Telecom,Recommendation,Recommendation,22087,444097,0.845,282.04,0.134,0.423,13.89,0.658,265044,67.56,46.2,70.25,Medium,Healthy ROI,52.55,Monitor,High Downtime,Project requires management monitoring.
AI-0284,Retail,Document Intelligence,Regression,17605,98077,0.765,464.58,0.201,0.201,14.42,0.751,211260,-53.58,39.11,59.28,Medium,Negative ROI,39.02,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0285,Banking,Customer Support,Computer Vision,36337,159784,0.986,438.23,0.1,0.306,2.84,0.372,436044,-63.36,21.5,68.59,Low,Negative ROI,47.56,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0286,Banking,Customer Support,Computer Vision,10482,225776,0.659,396.84,0.076,0.525,10.15,0.891,125784,79.5,42.82,65.06,Medium,Healthy ROI,53.84,Monitor,High Downtime,Project requires management monitoring.
AI-0287,Retail,Customer Support,Computer Vision,70333,335018,0.736,151.38,0.189,0.652,1.38,0.708,843996,-60.31,37.31,66.97,Medium,Negative ROI,42.25,Review,Negative ROI,Financial review required due to negative ROI.
AI-0288,Retail,Document Intelligence,Classification,97541,89087,0.827,457.67,0.007,0.779,10.94,0.99,1170492,-92.39,53.5,77.07,Medium,Negative ROI,40.92,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0289,Retail,Document Intelligence,Computer Vision,93296,294441,0.827,66.8,0.216,0.767,5.21,0.746,1119552,-73.7,49.68,73.47,Medium,Negative ROI,40.81,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0290,Manufacturing,Recommendation,Recommendation,55952,260341,0.85,429.6,0.154,0.973,10.22,0.884,671424,-61.23,65.44,69.59,High,Negative ROI,34.72,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0291,Logistics,Fraud Detection,Regression,10463,309272,0.906,177.52,0.182,0.286,5.59,0.86,125556,146.32,27.65,78.07,Low,Healthy ROI,74.64,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0292,Banking,Recommendation,NLP,75448,88368,0.862,45.81,0.19,0.071,2.18,0.542,905376,-90.24,12.53,73.07,Low,Negative ROI,51.82,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0293,Manufacturing,Recommendation,Recommendation,9648,239571,0.854,341.29,0.158,0.346,6.09,0.482,115776,106.93,30.46,64.2,Low,Healthy ROI,62.04,Monitor,Low User Adoption,Project requires management monitoring.
AI-0294,Retail,Document Intelligence,Recommendation,38623,361102,0.668,131.01,0.175,0.743,1.69,0.601,463476,-22.09,41.5,62.74,Medium,Negative ROI,39.51,Review,Negative ROI,Financial review required due to negative ROI.
AI-0295,Banking,Customer Support,Computer Vision,64156,315064,0.778,136.91,0.205,0.438,8.65,0.627,769872,-59.08,40.28,67.08,Medium,Negative ROI,41.39,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0296,Manufacturing,Demand Forecasting,Classification,40634,271514,0.729,166.9,0.226,0.818,0.61,0.468,487608,-44.32,44.61,59.5,Medium,Negative ROI,37.44,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0297,Logistics,Fraud Detection,Regression,49602,424372,0.74,50.57,0.218,0.549,7.91,0.926,595224,-28.7,44.43,73.1,Medium,Negative ROI,42.26,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0298,Manufacturing,Document Intelligence,Classification,54334,162180,0.838,105.02,0.261,0.93,13.3,0.68,652008,-75.13,71.85,69.3,High,Negative ROI,32.7,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0299,Logistics,Customer Support,Regression,73648,445061,0.718,22.47,0.057,0.948,12.57,0.985,883776,-49.64,65.32,82.08,High,Negative ROI,39.13,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0300,Retail,Demand Forecasting,Regression,27054,416016,0.75,233.8,0.12,0.069,13.24,0.867,324648,28.14,28.77,71.83,Low,Low ROI,51.43,Monitor,High Downtime,Project requires management monitoring.
AI-0301,Logistics,Demand Forecasting,Classification,75028,279904,0.731,60.44,0.284,0.456,13.83,0.689,900336,-68.91,52.09,64.32,Medium,Negative ROI,36.88,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0302,Banking,Document Intelligence,Recommendation,27207,455928,0.972,347.67,0.119,0.61,1.57,0.963,326484,39.65,33.64,81.48,Low,Low ROI,55.36,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0303,Retail,Predictive Maintenance,Regression,85650,415826,0.971,133.1,0.037,0.256,1.93,0.653,1027800,-59.54,15.85,85.77,Low,Negative ROI,55.26,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0304,Banking,Fraud Detection,Classification,86554,97603,0.857,472.92,0.158,0.407,8.36,0.921,1038648,-90.6,36.99,69.18,Medium,Negative ROI,43.12,Review,Negative ROI,Financial review required due to negative ROI.
AI-0305,Telecom,Demand Forecasting,Regression,26386,53872,0.964,438.2,0.033,0.678,13.41,0.551,316632,-82.99,53.85,74.42,Medium,Negative ROI,39.89,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0306,Healthcare,Document Intelligence,NLP,88276,292872,0.917,158.93,0.061,0.227,14.62,0.565,1059312,-72.35,36.41,79.33,Medium,Negative ROI,46.84,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0307,Logistics,Document Intelligence,Recommendation,64518,377246,0.851,395.94,0.299,0.602,0.69,0.593,774216,-51.27,37.21,57.58,Medium,Negative ROI,38.99,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0308,Healthcare,Customer Support,Computer Vision,57781,404193,0.652,405.56,0.162,0.697,5.34,0.683,693372,-41.71,45.12,55.99,Medium,Negative ROI,36.06,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0309,Healthcare,Predictive Maintenance,Regression,57780,302727,0.913,493.55,0.085,0.09,3.19,0.687,693360,-56.34,11.92,70.33,Low,Negative ROI,51.04,Monitor,Negative ROI,Financial review required due to negative ROI.
